time_A_s,time_B_s
0.0,-0.033487017931501904
0.2,0.034372053321337664
0.4,0.3931045531900555
0.6000000000000001,0.7885418493438732
0.8,0.8803751208252492
1.0,0.8592269883938154
1.2000000000000002,1.336430442822426
1.4000000000000001,1.3649895180394938
1.6,1.564974844284139
1.8,1.789531035568789
2.0,1.992673631156591
2.2,2.1525357566051246
2.4000000000000004,2.5472497553470577
2.6,2.622609995717239
2.8000000000000003,2.6333043437996277
3.0,3.011144501509509
3.2,3.2688832328533115
3.4000000000000004,3.316550728628898
3.6,3.5955962936088555
3.8000000000000003,3.7860275637661838
4.0,3.8983474922823103
4.2,4.246417887322928
4.4,4.319554941893433
4.6000000000000005,4.658279306865936
4.800000000000001,4.5655281216472465
5.0,4.898318869626262
5.2,5.202143571959065
5.4,5.376918625912143
5.6000000000000005,5.524696565659023
5.800000000000001,5.840367213961268
6.0,5.98723820507864
6.2,6.026675872535171
6.4,6.424636468127897
6.6000000000000005,6.752382860507515
6.800000000000001,6.940326331594486
7.0,6.978317840262318
7.2,7.150209744111231
7.4,7.2786705548440445
7.6000000000000005,7.559121747699459
7.800000000000001,7.792851585311262
8.0,8.108512912923802
8.200000000000001,8.173128885736743
8.4,8.401518934839624
8.6,8.742385555346763
8.8,8.6492735604834
9.0,8.930792725391905
9.200000000000001,9.222139091031142
9.4,9.327310008365458
9.600000000000001,9.643395453258947
9.8,9.710126668642921
10.0,9.910729632731554
10.200000000000001,10.164357827228393
10.4,10.469425443961285
10.600000000000001,10.798320876475238
10.8,10.693655944002554
11.0,11.072373727020306
11.200000000000001,11.280934001981722
11.4,11.210924164968636
11.600000000000001,11.42464122502191
11.8,11.68894753861425
12.0,11.890757441527047
12.200000000000001,12.319701983582785
12.4,12.576047669389663
12.600000000000001,12.692596085992024
12.8,12.792785221802086
13.0,12.94321356377866
13.200000000000001,13.384844683141054
13.4,13.596810527877215
13.600000000000001,13.648353553287265
13.8,13.786394205668108
14.0,13.935781751807218
14.200000000000001,14.110216149453235
14.4,14.488795759385928
14.600000000000001,14.688300147102677
14.8,14.820975789876565
15.0,15.003353771352918
15.200000000000001,15.354426784170572
15.4,15.551062826158212
15.600000000000001,15.608142559936228
15.8,15.571382361650763
16.0,15.931254237756566
16.2,16.12321894894621
16.400000000000002,16.346584893052313
16.6,16.557084154239774
16.8,16.964085203949285
17.0,16.997880477654075
17.2,17.24428516011925
17.400000000000002,17.301493033143963
17.6,17.655339635645422
17.8,17.753940451793724
18.0,17.942110722661674
18.2,18.185025102914096
18.400000000000002,18.252983170918643
18.6,18.719076347767302
18.8,18.903697973772807
19.0,18.88345729049783
19.200000000000003,19.325048411195354
19.400000000000002,19.480656325141776
19.6,19.55887033329481
19.8,19.93816815579234
20.0,19.854873855358754
20.200000000000003,20.26617627593189
20.400000000000002,20.595670370888307
20.6,20.66162931562282
20.8,20.715548286885983
21.0,20.999599028859404
21.200000000000003,21.385640925509705
21.400000000000002,21.40633785874805
21.6,21.590838155216726
21.8,21.76029472541458
22.0,21.988044179465813
22.200000000000003,22.059221845522913
22.400000000000002,22.296012952862835
22.6,22.59140294103351
22.8,22.841454043532927
23.0,22.910276636008618
23.200000000000003,23.385655746369302
23.400000000000002,23.388123639364917
23.6,23.509893620805233
23.8,23.55943937427869
24.0,23.85776145461511
24.200000000000003,24.2166842942663
24.400000000000002,24.57283152468194
24.6,24.590904633573405
24.8,24.778739664024307
25.0,25.177373857883655
25.200000000000003,25.00087461805358
25.400000000000002,25.426329335931783
25.6,25.596124383346258
25.8,25.889718741379216
26.0,25.99522395134332
26.200000000000003,26.265952180469625
26.400000000000002,26.30729531288027
26.6,26.50363054873338
26.8,26.716524934781003
27.0,26.78380663478723
27.200000000000003,27.137577460475423
27.400000000000002,27.348643535013156
27.6,27.75471350403782
27.8,27.67965060506581
28.0,28.097498986140707
28.200000000000003,28.070567753306666
28.400000000000002,28.441968386567357
28.6,28.606914111432673
28.8,28.843235038356557
29.0,28.723265956643885
29.200000000000003,29.113087216138748
29.400000000000002,29.46853551423095
29.6,29.723900042633108
29.8,29.702516050846675
30.0,30.004336412166847
30.200000000000003,30.16349757834493
30.400000000000002,30.48777305164177
30.6,30.621010623879688
30.8,30.655134876247807
31.0,30.922886860790403
31.200000000000003,31.098291899667966
31.400000000000002,31.385630083598855
31.6,31.597753796970323
31.8,31.950449089971748
32.0,32.00647991089113
32.2,32.34355278811682
32.4,32.50079102065174
32.6,32.534602338327886
32.800000000000004,32.87945568981764
33.0,32.95927025828008
33.2,33.09676004786244
33.4,33.41968293971601
33.6,33.47219085050455
33.800000000000004,33.901287735122786
34.0,34.05639578095213
34.2,34.24273925557551
34.4,34.246028671836186
34.6,34.58599043252299
34.800000000000004,34.794114207928416
35.0,35.00532754362754
35.2,35.205040925562194
35.4,35.532479691284365
35.6,35.50552497441335
35.800000000000004,35.74732514511381
36.0,35.942002987751685
36.2,36.123187009243686
36.4,36.424830196740935
36.6,36.51953886398668
36.800000000000004,36.8694133202699
37.0,36.9968706695223
37.2,37.16883833834749
37.4,37.56677679303558
37.6,37.646080727357585
37.800000000000004,37.653436724623305
38.0,38.23156163421388
38.2,38.24517296265192
38.400000000000006,38.44579518833653
38.6,38.568007729703886
38.800000000000004,38.907781164466286
39.0,39.09266373701403
39.2,39.16554067560559
39.400000000000006,39.17733686608377
39.6,39.60712570876443
39.800000000000004,39.8017259964078
40.0,39.89300749064751
40.2,40.190789134580235
40.400000000000006,40.2004491345858
40.6,40.658318531118915
40.800000000000004,40.72980631384993
41.0,40.98851968527518
41.2,41.0612222660483
41.400000000000006,41.43568382607774
41.6,41.57717752311525
41.800000000000004,41.73047962158628
42.0,41.821097258158005
42.2,42.171382704520745
42.400000000000006,42.50310265080673
42.6,42.56792375242755
42.800000000000004,42.88634187798782
43.0,43.0338778944485
43.2,43.264151321978616
43.400000000000006,43.347247707957905
43.6,43.709027736572224
43.800000000000004,43.76384016103403
44.0,44.07848178214408
44.2,44.231486311494635
44.400000000000006,44.475917699310614
44.6,44.4947091265541
44.800000000000004,44.78388691824274
45.0,44.89784713105424
45.2,45.378759591094614
45.400000000000006,45.42516579906949
45.6,45.73698161195038
45.800000000000004,45.794954979693934
46.0,45.841196774981796
46.2,46.136211252164124
46.400000000000006,46.28604212535312
46.6,46.61369253134059
46.800000000000004,46.80654056024
47.0,46.89172563493438
47.2,47.29255999003061
47.400000000000006,47.35993481918274
47.6,47.470953086299055
47.800000000000004,47.77308871074686
48.0,47.93231370432156
48.2,48.158801912325885
48.400000000000006,48.35925377452723
48.6,48.48183453865894
48.800000000000004,48.6841160449207
49.0,48.88957664935753
49.2,49.31954523114087
49.400000000000006,49.1763312059585
49.6,49.541186882586146
49.800000000000004,49.992282532312714
50.0,49.992701971583294
50.2,50.1616147299574
50.400000000000006,50.58111142335742
50.6,50.74023415263621
50.800000000000004,50.68824533603247
51.0,51.14660012205772
51.2,51.345596864138344
51.400000000000006,51.489216167559235
51.6,51.45813480263111
51.800000000000004,51.87684763739179
52.0,51.89156770480229
52.2,52.15695259682379
52.400000000000006,52.39644403024007
52.6,52.69645881526473
52.800000000000004,52.751092202026385
53.0,53.115218893335
53.2,53.17134446576268
53.400000000000006,53.49123828157804
53.6,53.43720048486155
53.800000000000004,53.77971229421132
54.0,54.06132526819016
54.2,54.18544595048893
54.400000000000006,54.56654525999231
54.6,54.80339297298424
54.800000000000004,54.77324042575712
55.0,55.04263212229598
55.2,55.130210879774594
55.400000000000006,55.451405212000154
55.6,55.5221624471963
55.800000000000004,55.90112422773432
56.0,55.89870922651365
56.2,56.09555996755535
56.400000000000006,56.376785680945794
56.6,56.98830043051311
56.800000000000004,56.757192064021304
57.0,57.049478655790224
57.2,57.09017152357225
57.400000000000006,57.49431321184673
57.6,57.69288069383324
57.800000000000004,57.824913581915844
58.0,57.89572674197852
58.2,58.14762693189215
58.400000000000006,58.520068166310935
58.6,58.56331387668474
58.800000000000004,58.73402837096623
59.0,58.7462151007243
59.2,59.17704641739663
59.400000000000006,59.52102442473428
59.6,59.624023228494984
59.800000000000004,59.80119387032589
60.0,59.90343749654181
60.2,60.27766858842806
60.400000000000006,60.46702967715321
60.6,60.560972084939635
60.800000000000004,60.736631060047706
61.0,61.17969877960469
61.2,61.35131083076536
61.400000000000006,61.30637585784485
61.6,61.66513941460946
61.800000000000004,61.86630353681977
62.0,61.92353971491117
62.2,62.2944625690477
62.400000000000006,62.297630939439145
62.6,62.528630138184695
62.800000000000004,62.89094296081896
63.0,63.09236027723075
63.2,63.163062356413526
63.400000000000006,63.237377418310146
63.6,63.8133982469627
63.800000000000004,63.941382752690686
64.0,63.90527366834915
64.2,64.06938474078075
64.4,64.51051951527232
64.60000000000001,64.77515386403657
64.8,64.80510012059536
65.0,65.11711730461965
65.2,65.25296468988621
65.4,65.50986568129822
65.60000000000001,65.73537608118873
65.8,65.75838488036764
66.0,66.04865612759106
66.2,66.15426506533178
66.4,66.3120507216861
66.60000000000001,66.66718731691168
66.8,66.56107883284247
67.0,66.9745766069312
67.2,67.41702597713811
67.4,67.2648782058859
67.60000000000001,67.58631528636413
67.8,67.83591920397161
68.0,68.13195408243513
68.2,68.25510420451842
68.4,68.50683781422887
68.60000000000001,68.62643428777044
68.8,68.77890454306876
69.0,68.89435772941341
69.2,69.19930768968571
69.4,69.27521090343241
69.60000000000001,69.49552322294613
69.8,69.89473633993109
70.0,70.01727080748215
70.2,70.28977241818494
70.4,70.49305922245955
70.60000000000001,70.54925460514019
70.8,71.03842095106947
71.0,70.908837106818
71.2,71.23917593994601
71.4,71.23028852777634
71.60000000000001,71.69987195258123
71.8,71.78334093941345
72.0,72.04451295696329
72.2,72.38182806118756
72.4,72.46380857111939
72.60000000000001,72.71569824634861
72.8,72.69393362785804
73.0,72.864913525789
73.2,73.16170238999099
73.4,73.29966688250758
73.60000000000001,73.4955545055866
73.8,73.68729750126401
74.0,74.02147765866637
74.2,74.13741609426582
74.4,74.29049943271332
74.60000000000001,74.65876501910768
74.8,74.72143807818368
75.0,75.01059381114582
75.2,75.1787614616767
75.4,75.34493177929085
75.60000000000001,75.60896468691976
75.8,76.01764994634735
76.0,75.84842773391728
76.2,76.2403358156279
76.4,76.44003360367887
76.60000000000001,76.53555961683242
76.80000000000001,76.75245727785197
77.0,77.02255781344593
77.2,77.23964857757545
77.4,77.3104864444317
77.60000000000001,77.57621274182988
77.80000000000001,77.76076447407904
