time_A_s,time_B_s
0.0,-0.01495060011148022
0.2,0.14267036963179275
0.4,0.36239026999250795
0.6000000000000001,0.48847178668983393
0.8,0.7637461963888158
1.0,1.144187592121569
1.2000000000000002,1.1661885662225744
1.4000000000000001,1.4093118059456375
1.6,1.5499674013142153
1.8,1.9973912925885267
2.0,2.014244224001867
2.2,2.2267124787933286
2.4000000000000004,2.326283240857445
2.6,2.61116553326411
2.8000000000000003,2.7640755358890923
3.0,3.0451047170575167
3.2,3.1485385139771505
3.4000000000000004,3.5971295211362384
3.6,3.7784553764299624
3.8000000000000003,3.947083743408017
4.0,3.995729651983129
4.2,4.095010827362824
4.4,4.509305617984116
4.6000000000000005,4.548925107852911
4.800000000000001,4.780541391441515
5.0,5.082587248745947
5.2,5.161351606855274
5.4,5.307815012449077
5.6000000000000005,5.629610835526355
5.800000000000001,5.882720526962533
6.0,5.954750558669215
6.2,6.247368527384986
6.4,6.438751492873549
6.6000000000000005,6.665609403533183
6.800000000000001,6.920889096428015
7.0,7.019472698433232
7.2,7.083200444720896
7.4,7.289585448802681
7.6000000000000005,7.690539763404476
7.800000000000001,7.954783085142224
8.0,8.048174123364031
8.200000000000001,8.126097085166919
8.4,8.209149166207716
8.6,8.516814960600106
8.8,8.92093092189819
9.0,8.908975476509157
9.200000000000001,9.342468845547726
9.4,9.397955392550543
9.600000000000001,9.57410974910727
9.8,9.854964475873423
10.0,9.972368158805878
10.200000000000001,10.225293151251728
10.4,10.398420250165316
10.600000000000001,10.890292716632334
10.8,10.945531391661937
11.0,11.052782522829057
11.200000000000001,11.06758883402285
11.4,11.27915659486146
11.600000000000001,11.572720981289043
11.8,11.67527118329075
12.0,11.995591483660746
12.200000000000001,12.097038270315982
12.4,12.332919718985192
12.600000000000001,12.578803913040566
12.8,12.712567708081215
13.0,13.036072361060974
13.200000000000001,13.25069425871921
13.4,13.403900815489932
13.600000000000001,13.639444125086195
13.8,13.737474914189317
14.0,14.022098473472052
14.200000000000001,14.136089240806516
14.4,14.474628711009904
14.600000000000001,14.560164646490243
14.8,14.814902592625293
15.0,15.094374233123704
15.200000000000001,15.243188176811792
15.4,15.501495461248979
15.600000000000001,15.519946211241743
15.8,15.600014074264278
16.0,16.043852391129438
16.2,16.24361077768454
16.400000000000002,16.327309403511567
16.6,16.762188325102052
16.8,16.85326174820151
17.0,17.103574946096444
17.2,17.20838000756307
17.400000000000002,17.328822375280144
17.6,17.596058852612117
17.8,17.756612825484456
18.0,18.013449842341082
18.2,18.21718645946761
18.400000000000002,18.287584144522903
18.6,18.522447418258444
18.8,18.828352366942052
19.0,18.988890995879245
19.200000000000003,19.307095039019355
19.400000000000002,19.459002431464945
19.6,19.49397706047618
19.8,19.733000508112852
20.0,19.956473252784683
20.200000000000003,20.165383222692096
20.400000000000002,20.272711262890343
20.6,20.62863348309333
20.8,20.773664574164595
21.0,21.073534105585093
21.200000000000003,21.04840350833242
21.400000000000002,21.384963651574953
21.6,21.39827348643259
21.8,21.934020353686538
22.0,22.239718182361386
22.200000000000003,22.085517425280575
22.400000000000002,22.43945549105876
22.6,22.702268465787323
22.8,23.074445383224937
23.0,23.14570668831313
23.200000000000003,23.235907319461628
23.400000000000002,23.488849997892704
23.6,23.634333231208252
23.8,23.781788036551557
24.0,24.172391972703412
24.200000000000003,24.128785656087324
24.400000000000002,24.52788200721204
24.6,24.62086918290519
24.8,24.71286623542652
25.0,25.110033539251567
25.200000000000003,25.12512140522681
25.400000000000002,25.39184710811988
25.6,25.42250965712012
25.8,25.975454644235622
26.0,26.00584061509347
26.200000000000003,26.150014186369567
26.400000000000002,26.541384325984097
26.6,26.653113827158776
26.8,26.68558511858399
27.0,26.98156410925755
27.200000000000003,27.333250898917044
27.400000000000002,27.41238273340819
27.6,27.55099052183647
27.8,27.904525469864343
28.0,27.918770341725775
28.200000000000003,28.169819922788648
28.400000000000002,28.397842902896507
28.6,28.706176395830003
28.8,28.838736086948703
29.0,29.1995887048157
29.200000000000003,29.20514282444529
29.400000000000002,29.3894246245596
29.6,29.59912426118134
29.8,29.717067279047644
30.0,30.012652792600676
30.200000000000003,30.18735155555484
30.400000000000002,30.48126957712738
30.6,30.55075721822503
30.8,30.83470377332723
31.0,30.997110394385956
31.200000000000003,31.33319232355505
31.400000000000002,31.50148483500536
31.6,31.494241080087026
31.8,31.754241181534635
32.0,32.10934487627863
32.2,32.08232019315834
